account,sale_month,gained_locations,lost_locations,net_location_change
WINNEBAGO,2024-02-01 00:00:00,1,3,-2
HENRY,2024-02-01 00:00:00,2,4,-2
JACKSON,2024-02-01 00:00:00,1,3,-2
O'BRIEN,2024-02-01 00:00:00,1,3,-2
WARREN,2024-02-01 00:00:00,7,5,2
FLOYD,2024-02-01 00:00:00,2,4,-2
CLINTON,2024-02-01 00:00:00,5,3,2
TAMA,2024-02-01 00:00:00,0,2,-2
BUTLER,2024-02-01 00:00:00,2,0,2
DECATUR,2024-02-01 00:00:00,2,0,2
HANCOCK,2024-02-01 00:00:00,0,2,-2
GREENE,2024-02-01 00:00:00,3,1,2
ALLAMAKEE,2024-02-01 00:00:00,3,1,2
HUMBOLDT,2024-02-01 00:00:00,2,0,2
DUBUQUE,2024-02-01 00:00:00,10,8,2
HARRISON,2024-02-01 00:00:00,2,0,2
DICKINSON,2024-02-01 00:00:00,1,3,-2
JASPER,2024-02-01 00:00:00,5,7,-2
MARION,2024-02-01 00:00:00,4,2,2
GUTHRIE,2024-02-01 00:00:00,2,0,2
MILLS,2024-02-01 00:00:00,2,0,2
CRAWFORD,2024-02-01 00:00:00,2,1,1
OSCEOLA,2024-02-01 00:00:00,0,1,-1
KEOKUK,2024-02-01 00:00:00,1,0,1
AUDUBON,2024-02-01 00:00:00,0,1,-1
BUCHANAN,2024-02-01 00:00:00,3,2,1
FREMONT,2024-02-01 00:00:00,2,1,1
CLAY,2024-02-01 00:00:00,1,0,1
CHEROKEE,2024-02-01 00:00:00,1,2,-1
CHICKASAW,2024-02-01 00:00:00,2,1,1
MAHASKA,2024-02-01 00:00:00,2,1,1
CLARKE,2024-02-01 00:00:00,1,2,-1
FAYETTE,2024-02-01 00:00:00,2,3,-1
SAC,2024-02-01 00:00:00,2,1,1
BLACK HAWK,2024-02-01 00:00:00,15,14,1
WASHINGTON,2024-02-01 00:00:00,1,0,1
CASS,2024-02-01 00:00:00,3,4,-1
BREMER,2024-02-01 00:00:00,3,2,1
BUENA VISTA,2024-02-01 00:00:00,1,0,1
HOWARD,2024-02-01 00:00:00,1,0,1
WINNESHIEK,2024-02-01 00:00:00,0,1,-1
WRIGHT,2024-02-01 00:00:00,1,2,-1
MONONA,2024-02-01 00:00:00,0,1,-1
LYON,2024-02-01 00:00:00,2,3,-1
CALHOUN,2024-02-01 00:00:00,1,0,1
MUSCATINE,2024-02-01 00:00:00,4,3,1
PLYMOUTH,2024-02-01 00:00:00,2,3,-1
JONES,2024-02-01 00:00:00,2,1,1
DELAWARE,2024-02-01 00:00:00,1,0,1
SHELBY,2024-02-01 00:00:00,1,0,1
DES MOINES,2024-02-01 00:00:00,6,7,-1
ADAIR,2024-02-01 00:00:00,0,1,-1
JEFFERSON,2024-02-01 00:00:00,2,1,1
CARROLL,2024-02-01 00:00:00,2,1,1
UNION,2024-02-01 00:00:00,1,0,1
EMMET,2024-02-01 00:00:00,0,1,-1
LUCAS,2024-02-01 00:00:00,1,0,1
MITCHELL,2024-02-01 00:00:00,1,1,0
WOODBURY,2024-02-01 00:00:00,9,9,0
BENTON,2024-02-01 00:00:00,2,2,0
APPANOOSE,2024-02-01 00:00:00,1,1,0
MONROE,2024-02-01 00:00:00,0,0,0
WORTH,2024-02-01 00:00:00,0,0,0
HAMILTON,2024-02-01 00:00:00,2,2,0
WEBSTER,2024-02-01 00:00:00,3,3,0
KOSSUTH,2024-02-01 00:00:00,1,1,0
SIOUX,2024-02-01 00:00:00,3,3,0
WAYNE,2024-02-01 00:00:00,1,1,0
IDA,2024-02-01 00:00:00,1,1,0
HARDIN,2024-02-01 00:00:00,1,1,0
MADISON,2024-02-01 00:00:00,0,0,0
CLAYTON,2024-02-01 00:00:00,2,2,0
ADAMS,2024-02-01 00:00:00,0,0,0
MONTGOMERY,2024-02-01 00:00:00,1,1,0
POCAHONTAS,2024-02-01 00:00:00,0,0,0
POTTAWATTAMIE,2024-02-01 00:00:00,7,7,0
GRUNDY,2024-02-01 00:00:00,0,0,0
SCOTT,2024-01-01 00:00:00,12,20,-8
WAPELLO,2024-01-01 00:00:00,2,7,-5
PALO ALTO,2024-01-01 00:00:00,0,5,-5
JOHNSON,2024-01-01 00:00:00,18,13,5
WOODBURY,2024-01-01 00:00:00,7,12,-5
DALLAS,2024-01-01 00:00:00,6,11,-5
CEDAR,2024-01-01 00:00:00,0,4,-4
LINN,2024-01-01 00:00:00,20,24,-4
LEE,2024-01-01 00:00:00,4,0,4
CRAWFORD,2024-01-01 00:00:00,0,4,-4
HUMBOLDT,2024-01-01 00:00:00,0,3,-3
DUBUQUE,2024-01-01 00:00:00,6,9,-3
FAYETTE,2024-01-01 00:00:00,5,2,3
BOONE,2024-01-01 00:00:00,1,4,-3
MILLS,2024-01-01 00:00:00,0,3,-3
CARROLL,2024-01-01 00:00:00,0,3,-3
POTTAWATTAMIE,2024-01-01 00:00:00,14,11,3
SIOUX,2024-01-01 00:00:00,5,2,3
TAYLOR,2024-01-01 00:00:00,0,3,-3
KOSSUTH,2024-01-01 00:00:00,4,1,3
BUENA VISTA,2024-01-01 00:00:00,0,3,-3
WASHINGTON,2024-01-01 00:00:00,2,5,-3
ALLAMAKEE,2024-01-01 00:00:00,1,3,-2
FLOYD,2024-01-01 00:00:00,3,1,2
CLARKE,2024-01-01 00:00:00,3,1,2
O'BRIEN,2024-01-01 00:00:00,3,1,2
JACKSON,2024-01-01 00:00:00,1,3,-2
CLAY,2024-01-01 00:00:00,0,2,-2
DICKINSON,2024-01-01 00:00:00,4,2,2
HARRISON,2024-01-01 00:00:00,0,2,-2
DES MOINES,2024-01-01 00:00:00,7,9,-2
DELAWARE,2024-01-01 00:00:00,0,2,-2
JONES,2024-01-01 00:00:00,0,2,-2
UNION,2024-01-01 00:00:00,1,3,-2
STORY,2024-01-01 00:00:00,7,9,-2
BREMER,2024-01-01 00:00:00,1,3,-2
HAMILTON,2024-01-01 00:00:00,2,0,2
CASS,2024-01-01 00:00:00,4,2,2
IDA,2024-01-01 00:00:00,0,2,-2
WAYNE,2024-01-01 00:00:00,0,2,-2
BUTLER,2024-01-01 00:00:00,0,2,-2
PLYMOUTH,2024-01-01 00:00:00,2,1,1
CALHOUN,2024-01-01 00:00:00,0,1,-1
MONONA,2024-01-01 00:00:00,2,1,1
WRIGHT,2024-01-01 00:00:00,3,2,1
MADISON,2024-01-01 00:00:00,0,1,-1
CLAYTON,2024-01-01 00:00:00,2,1,1
MUSCATINE,2024-01-01 00:00:00,4,5,-1
POWESHIEK,2024-01-01 00:00:00,2,3,-1
FRANKLIN,2024-01-01 00:00:00,0,1,-1
WORTH,2024-01-01 00:00:00,1,0,1
MAHASKA,2024-01-01 00:00:00,2,3,-1
FREMONT,2024-01-01 00:00:00,0,1,-1
BUCHANAN,2024-01-01 00:00:00,2,3,-1
CHEROKEE,2024-01-01 00:00:00,1,2,-1
KEOKUK,2024-01-01 00:00:00,0,1,-1
BENTON,2024-01-01 00:00:00,2,3,-1
ADAMS,2024-01-01 00:00:00,0,1,-1
ADAIR,2024-01-01 00:00:00,1,0,1
GUTHRIE,2024-01-01 00:00:00,2,1,1
GRUNDY,2024-01-01 00:00:00,2,1,1
LOUISA,2024-01-01 00:00:00,0,1,-1
VAN BUREN,2024-01-01 00:00:00,0,1,-1
WINNEBAGO,2024-01-01 00:00:00,1,2,-1
MITCHELL,2024-01-01 00:00:00,1,0,1
HENRY,2024-01-01 00:00:00,3,4,-1
POLK,2024-01-01 00:00:00,51,50,1
TAMA,2024-01-01 00:00:00,2,1,1
CLINTON,2024-01-01 00:00:00,5,4,1
BLACK HAWK,2024-01-01 00:00:00,13,12,1
HOWARD,2024-01-01 00:00:00,0,1,-1
HARDIN,2024-01-01 00:00:00,3,4,-1
HANCOCK,2024-01-01 00:00:00,3,2,1
MARSHALL,2024-01-01 00:00:00,1,2,-1
IOWA,2024-01-01 00:00:00,3,3,0
LYON,2024-01-01 00:00:00,3,3,0
WINNESHIEK,2024-01-01 00:00:00,1,1,0
PAGE,2024-01-01 00:00:00,2,2,0
MONROE,2024-01-01 00:00:00,0,0,0
WARREN,2024-01-01 00:00:00,6,6,0
AUDUBON,2024-01-01 00:00:00,1,1,0
CHICKASAW,2024-01-01 00:00:00,1,1,0
APPANOOSE,2024-01-01 00:00:00,1,1,0
OSCEOLA,2024-01-01 00:00:00,0,0,0
POCAHONTAS,2024-01-01 00:00:00,1,1,0
JASPER,2024-01-01 00:00:00,3,3,0
MONTGOMERY,2024-01-01 00:00:00,2,2,0
SHELBY,2024-01-01 00:00:00,1,1,0
MARION,2024-01-01 00:00:00,3,3,0
JEFFERSON,2024-01-01 00:00:00,1,1,0
LUCAS,2024-01-01 00:00:00,0,0,0
EMMET,2024-01-01 00:00:00,1,1,0
CERRO GORDO,2024-01-01 00:00:00,3,3,0
WEBSTER,2024-01-01 00:00:00,5,5,0
SAC,2024-01-01 00:00:00,2,2,0
GREENE,2024-01-01 00:00:00,2,2,0
BLACK HAWK,2023-12-01 00:00:00,6,17,-11
WOODBURY,2023-12-01 00:00:00,13,5,8
POLK,2023-12-01 00:00:00,43,51,-8
STORY,2023-12-01 00:00:00,5,12,-7
FAYETTE,2023-12-01 00:00:00,2,7,-5
CARROLL,2023-12-01 00:00:00,5,0,5
SCOTT,2023-12-01 00:00:00,14,9,5
DALLAS,2023-12-01 00:00:00,10,5,5
DUBUQUE,2023-12-01 00:00:00,7,11,-4
WINNEBAGO,2023-12-01 00:00:00,4,0,4
BOONE,2023-12-01 00:00:00,5,1,4
LINN,2023-12-01 00:00:00,19,23,-4
BUENA VISTA,2023-12-01 00:00:00,4,0,4
SIOUX,2023-12-01 00:00:00,2,6,-4
HAMILTON,2023-12-01 00:00:00,0,4,-4
CEDAR,2023-12-01 00:00:00,4,1,3
WARREN,2023-12-01 00:00:00,5,8,-3
LYON,2023-12-01 00:00:00,4,1,3
CRAWFORD,2023-12-01 00:00:00,3,0,3
JEFFERSON,2023-12-01 00:00:00,0,3,-3
UNION,2023-12-01 00:00:00,3,0,3
PALO ALTO,2023-12-01 00:00:00,5,2,3
HARRISON,2023-12-01 00:00:00,3,0,3
WASHINGTON,2023-12-01 00:00:00,3,0,3
WEBSTER,2023-12-01 00:00:00,5,2,3
JACKSON,2023-12-01 00:00:00,4,2,2
CLAYTON,2023-12-01 00:00:00,1,3,-2
HUMBOLDT,2023-12-01 00:00:00,2,0,2
MADISON,2023-12-01 00:00:00,3,1,2
POWESHIEK,2023-12-01 00:00:00,4,2,2
PAGE,2023-12-01 00:00:00,4,2,2
HENRY,2023-12-01 00:00:00,6,4,2
MILLS,2023-12-01 00:00:00,3,1,2
EMMET,2023-12-01 00:00:00,2,0,2
MONTGOMERY,2023-12-01 00:00:00,2,0,2
JASPER,2023-12-01 00:00:00,4,6,-2
CHICKASAW,2023-12-01 00:00:00,0,2,-2
MAHASKA,2023-12-01 00:00:00,2,4,-2
BENTON,2023-12-01 00:00:00,4,2,2
IDA,2023-12-01 00:00:00,2,0,2
BUTLER,2023-12-01 00:00:00,2,0,2
DECATUR,2023-12-01 00:00:00,0,2,-2
CLINTON,2023-12-01 00:00:00,6,8,-2
SAC,2023-12-01 00:00:00,2,0,2
TAYLOR,2023-12-01 00:00:00,2,0,2
CLARKE,2023-12-01 00:00:00,0,1,-1
FRANKLIN,2023-12-01 00:00:00,1,0,1
O'BRIEN,2023-12-01 00:00:00,2,1,1
CALHOUN,2023-12-01 00:00:00,1,2,-1
MUSCATINE,2023-12-01 00:00:00,3,2,1
IOWA,2023-12-01 00:00:00,3,2,1
PLYMOUTH,2023-12-01 00:00:00,2,3,-1
WRIGHT,2023-12-01 00:00:00,2,1,1
ALLAMAKEE,2023-12-01 00:00:00,0,1,-1
POTTAWATTAMIE,2023-12-01 00:00:00,11,10,1
CERRO GORDO,2023-12-01 00:00:00,4,3,1
ADAIR,2023-12-01 00:00:00,0,1,-1
GUTHRIE,2023-12-01 00:00:00,0,1,-1
MARION,2023-12-01 00:00:00,3,4,-1
DES MOINES,2023-12-01 00:00:00,8,7,1
LEE,2023-12-01 00:00:00,3,4,-1
JONES,2023-12-01 00:00:00,0,1,-1
JOHNSON,2023-12-01 00:00:00,12,11,1
SHELBY,2023-12-01 00:00:00,0,1,-1
WAPELLO,2023-12-01 00:00:00,5,4,1
ADAMS,2023-12-01 00:00:00,1,0,1
AUDUBON,2023-12-01 00:00:00,0,1,-1
CHEROKEE,2023-12-01 00:00:00,1,0,1
APPANOOSE,2023-12-01 00:00:00,1,2,-1
FREMONT,2023-12-01 00:00:00,1,0,1
BUCHANAN,2023-12-01 00:00:00,2,1,1
KEOKUK,2023-12-01 00:00:00,0,1,-1
GREENE,2023-12-01 00:00:00,2,1,1
WAYNE,2023-12-01 00:00:00,3,2,1
HARDIN,2023-12-01 00:00:00,2,3,-1
TAMA,2023-12-01 00:00:00,2,1,1
BREMER,2023-12-01 00:00:00,1,0,1
MONROE,2023-12-01 00:00:00,1,1,0
FLOYD,2023-12-01 00:00:00,1,1,0
WORTH,2023-12-01 00:00:00,1,1,0
WINNESHIEK,2023-12-01 00:00:00,1,1,0
MONONA,2023-12-01 00:00:00,0,0,0
LOUISA,2023-12-01 00:00:00,1,1,0
VAN BUREN,2023-12-01 00:00:00,1,1,0
LUCAS,2023-12-01 00:00:00,0,0,0
GRUNDY,2023-12-01 00:00:00,1,1,0
POCAHONTAS,2023-12-01 00:00:00,1,1,0
DICKINSON,2023-12-01 00:00:00,2,2,0
DELAWARE,2023-12-01 00:00:00,2,2,0
OSCEOLA,2023-12-01 00:00:00,0,0,0
CLAY,2023-12-01 00:00:00,1,1,0
MARSHALL,2023-12-01 00:00:00,3,3,0
HOWARD,2023-12-01 00:00:00,0,0,0
HANCOCK,2023-12-01 00:00:00,1,1,0
KOSSUTH,2023-12-01 00:00:00,1,1,0
CASS,2023-12-01 00:00:00,0,0,0
