account,sale_month,driver_type,driver_key,delta_volume,driver_bucket
JASPER,2024-12-01,store,WORLD LIQUOR & TOBACCO PLUS VAPORS,-0.09999999999999999,top_driver
JASPER,2024-12-01,store,"FAREWAY STORES #848 / NEWTON",-0.050000000000000044,top_driver
JEFFERSON,2024-12-01,category,CANADIAN WHISKIES,-52.0,top_driver
JEFFERSON,2024-12-01,category,TENNESSEE WHISKIES,2.9499999999999997,top_driver
JEFFERSON,2024-12-01,category,AMERICAN VODKAS,-0.35,top_driver
JEFFERSON,2024-12-01,category,IRISH WHISKIES,-0.10000000000000009,top_driver
JEFFERSON,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,0.0,top_driver
JEFFERSON,2024-12-01,item,"JACK DANIELS OLD #7 BLACK LABEL",-39.6,top_driver
JEFFERSON,2024-12-01,item,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,0.0,top_driver
JEFFERSON,2024-12-01,store,QUALITY QUICK STOP / FAIRFIELD,3.55,top_driver
JEFFERSON,2024-12-01,store,HY-VEE FOOD STORE / FAIRFIELD,0.75,top_driver
JEFFERSON,2024-12-01,store,"CASEY'S GENERAL STORE #3327 / FAIRFIELD",0.050000000000000044,top_driver
JOHNSON,2024-12-01,category,STRAIGHT BOURBON WHISKIES,-172.39000000000001,top_detractor
JOHNSON,2024-12-01,category,BLENDED WHISKIES,-153.75,top_detractor
JOHNSON,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-90.9,top_detractor
JOHNSON,2024-12-01,category,IMPORTED VODKAS,-34.72,top_detractor
JOHNSON,2024-12-01,category,AMERICAN VODKAS,-33.839999999999996,top_detractor
JOHNSON,2024-12-01,category,SCOTCH WHISKIES,-13.45,top_detractor
JOHNSON,2024-12-01,category,AMERICAN DRY GINS,-2.1999999999999997,top_detractor
JOHNSON,2024-12-01,category,SINGLE MALT SCOTCH,-0.75,top_detractor
JOHNSON,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,-0.55,top_detractor
JOHNSON,2024-12-01,category,IRISH WHISKIES,-0.09999999999999999,top_detractor
JOHNSON,2024-12-01,category,100% AGAVE TEQUILA,54.55,top_driver
JOHNSON,2024-12-01,category,CANADIAN WHISKIES,40.95,top_driver
JOHNSON,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,25.5,top_driver
JOHNSON,2024-12-01,category,BOTTLED IN BOND BOURBON,21.75,top_driver
JOHNSON,2024-12-01,category,WHISKEY LIQUEUR,1.4000000000000001,top_driver
JOHNSON,2024-12-01,category,AMERICAN FLAVORED VODKA,0.19000000000000006,top_driver
JOHNSON,2024-12-01,category,SPICED RUM,0.15000000000000013,top_driver
JOHNSON,2024-12-01,category,AMERICAN BRANDIES,0.09999999999999998,top_driver
JOHNSON,2024-12-01,category,COCKTAILS/RTD,0.07999999999999985,top_driver
JOHNSON,2024-12-01,category,WHITE RUM,0.05,top_driver
JOHNSON,2024-12-01,item,CROWN ROYAL,-27.95,top_detractor
JOHNSON,2024-12-01,item,SEAGRAMS EXTRA DRY GIN MINI,-2.1999999999999997,top_detractor
JOHNSON,2024-12-01,item,JIM BEAM,-1.87,top_detractor
JOHNSON,2024-12-01,item,CAPTAIN MORGAN ORIGINAL SPICED,-1.4900000000000002,top_detractor
JOHNSON,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-1.1999999999999997,top_detractor
JOHNSON,2024-12-01,item,JIM BEAM MINI,-0.85,top_detractor
JOHNSON,2024-12-01,item,MAKERS MARK,-0.75,top_detractor
JOHNSON,2024-12-01,item,CAPTAIN MORGAN ORIGINAL SPICED MINI,-0.6,top_detractor
JOHNSON,2024-12-01,item,JOSE CUERVO ESPECIAL SILVER MINI,-0.35000000000000003,top_detractor
JOHNSON,2024-12-01,item,CROWN ROYAL MINI,-0.1,top_detractor
JOHNSON,2024-12-01,item,TRAVELLER BLENDED NO 40,26.25,top_driver
JOHNSON,2024-12-01,item,GRAND MARNIER CORDON ROUGE,26.25,top_driver
JOHNSON,2024-12-01,item,BLACK VELVET,24.5,top_driver
JOHNSON,2024-12-01,item,HEAVEN HILL BOTTLED-IN-BOND 7YR,21.75,top_driver
JOHNSON,2024-12-01,item,1800 REPOSADO,21.0,top_driver
JOHNSON,2024-12-01,item,GREY GOOSE,1.2799999999999998,top_driver
JOHNSON,2024-12-01,item,EARLY TIMES BOTTLED IN BOND,1.0,top_driver
JOHNSON,2024-12-01,item,JOSE CUERVO ESPECIAL REPOSADO FLASK,0.3700000000000001,top_driver
JOHNSON,2024-12-01,item,OLE SMOKY BUTTER PECAN MOONSHINE MINI,0.35000000000000003,top_driver
JOHNSON,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI DISPENSER,0.20000000000000004,top_driver
JOHNSON,2024-12-01,store,"HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY",-270.5,top_detractor
JOHNSON,2024-12-01,store,"COSTCO WHOLESALE #1111 / CORALVILLE",-22.5,top_detractor
JOHNSON,2024-12-01,store,LIQUOR DOWNTOWN / IOWA CITY,-7.65,top_detractor
JOHNSON,2024-12-01,store,HY-VEE DRUGSTORE (7042) / IOWA CITY,-4.29,top_detractor
JOHNSON,2024-12-01,store,TOP SHELF LIQUOR / IOWA CITY,-2.3,top_detractor
JOHNSON,2024-12-01,store,"CASEY'S GENERAL STORE #3858 - IOWA CITY",-1.75,top_detractor
JOHNSON,2024-12-01,store,THE DEPOT NORTH LIBERTY,-1.6,top_detractor
JOHNSON,2024-12-01,store,380BP / SWISHER,-0.5499999999999999,top_detractor
JOHNSON,2024-12-01,store,"KUM & GO #524/ CORALVILLE",-0.5499999999999999,top_detractor
JOHNSON,2024-12-01,store,GM MART / IOWA CITY,-0.5,top_detractor
JOHNSON,2024-12-01,store,"HY-VEE #2 / CORALVILLE",53.15,top_driver
JOHNSON,2024-12-01,store,"HY-VEE FOOD STORE #2 (1285) / IOWA CITY",30.379999999999995,top_driver
JOHNSON,2024-12-01,store,JOHNCY'S LIQUOR STORE,26.2,top_driver
JOHNSON,2024-12-01,store,LIBERTY VIEW WINE & SPIRITS / NORTH LIBERTY,9.05,top_driver
JOHNSON,2024-12-01,store,CROWN LIQUOR & SMOKE / IOWA CITY,1.7999999999999998,top_driver
JOHNSON,2024-12-01,store,"KUM & GO #137 / TIFFIN",1.4,top_driver
JOHNSON,2024-12-01,store,THE CROWN LIQUOR / IOWA CITY,1.35,top_driver
JOHNSON,2024-12-01,store,"KWIK STAR #1213 / NORTH LIBERTY",0.8499999999999999,top_driver
JOHNSON,2024-12-01,store,"KUM & GO #3504 / IOWA CITY",0.72,top_driver
JOHNSON,2024-12-01,store,"SMOKIN' JOE'S #12 TOBACCO AND LIQUOR OUTLET",0.62,top_driver
JONES,2024-12-01,category,AMERICAN VODKAS,31.12,top_driver
JONES,2024-12-01,category,AMERICAN FLAVORED VODKA,0.7,top_driver
JONES,2024-12-01,category,TENNESSEE WHISKIES,-0.55,top_driver
JONES,2024-12-01,category,BLENDED WHISKIES,-0.3700000000000001,top_driver
JONES,2024-12-01,category,100% AGAVE TEQUILA,0.0,top_driver
JONES,2024-12-01,item,TITOS HANDMADE VODKA,-122.63,top_driver
JONES,2024-12-01,store,"CASEY'S GENERAL STORE #1126 / WYOMING",31.45,top_driver
JONES,2024-12-01,store,"CASEY'S GENERAL STORE #1889 / MONTICELLO",-3.0,top_driver
JONES,2024-12-01,store,"GIGGLE JUICE LIQUOR STATION, LLC",1.45,top_driver
JONES,2024-12-01,store,"CASEY'S GENERAL STORE #3898 / ANAMOSA",-0.2,top_driver
KEOKUK,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,3.95,top_driver
KEOKUK,2024-12-01,store,BROTHER'S MARKET/ SIGOURNEY,0.0,top_driver
KOSSUTH,2024-12-01,category,CANADIAN WHISKIES,-262.45,top_driver
KOSSUTH,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-54.0,top_driver
KOSSUTH,2024-12-01,category,WHISKEY LIQUEUR,-0.83,top_driver
KOSSUTH,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.7,top_driver
KOSSUTH,2024-12-01,category,MIXTO TEQUILA,-0.25,top_driver
KOSSUTH,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.15000000000000002,top_driver
KOSSUTH,2024-12-01,store,HY-VEE WINE AND SPIRITS (1010) / ALGONA,-263.1,top_driver
KOSSUTH,2024-12-01,store,"ONE STOP SHOP #3 / ALGONA",-0.44999999999999996,top_driver
KOSSUTH,2024-12-01,store,CHROME TRUCK STOP,0.32,top_driver
KOSSUTH,2024-12-01,store,JUMBO'S,0.0,top_driver
KOSSUTH,2024-12-01,store,BANCROFT LIQUOR STORE,0.0,top_driver
LEE,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,-52.45,top_detractor
LEE,2024-12-01,category,AMERICAN SCHNAPPS,-0.95,top_detractor
LEE,2024-12-01,category,BLENDED WHISKIES,82.13,top_driver
LEE,2024-12-01,category,SPICED RUM,2.5,top_driver
LEE,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,1.5,top_driver
LEE,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.7,top_driver
LEE,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,-0.7,top_driver
LEE,2024-12-01,category,WHISKEY LIQUEUR,0.5,top_driver
LEE,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,-0.050000000000000044,top_driver
LEE,2024-12-01,category,CORN WHISKIES,0.0,top_driver
LEE,2024-12-01,category,CREAM LIQUEURS,0.0,top_driver
LEE,2024-12-01,category,AMERICAN VODKAS,0.0,top_driver
LEE,2024-12-01,item,KESSLER BLEND WHISKEY,82.88,top_driver
LEE,2024-12-01,item,GREEN FROG DISTILLERY CARAMEL FLAVORED CORN WHISKEY,-21.75,top_driver
LEE,2024-12-01,item,SMIRNOFF 80PRF MINI,-1.15,top_driver
LEE,2024-12-01,item,99 BLUE RASPBERRIES MINI,-0.2,top_driver
LEE,2024-12-01,item,OLE SMOKY MOUNTAIN JAVA MOONSHINE MINI,-0.05,top_driver
LEE,2024-12-01,item,JOSEPH MAGNUS CIGAR BLEND BOURBON,0.0,top_driver
LEE,2024-12-01,item,SAILOR JERRY SPICED NAVY RUM,0.0,top_driver
LEE,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,0.0,top_driver
LEE,2024-12-01,store,QUICKER LIQUOR STORE,85.45,top_driver
LEE,2024-12-01,store,SONNY'S SUPER MARKET / WEST POINT,3.75,top_driver
LEE,2024-12-01,store,HY-VEE FOOD STORE (1324) / KEOKUK,-2.45,top_driver
LEE,2024-12-01,store,"CASEY'S GENERAL STORE #2595 / KEOKUK",-0.25,top_driver
LEE,2024-12-01,store,WEVER JUNCTION INC / WEVER,-0.05,top_driver
LEE,2024-12-01,store,"FAREWAY STORES #177/ FORT MADISON",0.0,top_driver
LEE,2024-12-01,store,HOME TOWN WINE AND SPIRIT / KEOKUK,0.0,top_driver
LEE,2024-12-01,store,"CASEY'S GENERAL STORE #2023 / FT MADISON",0.0,top_driver
LEE,2024-12-01,store,KEOKUK SPIRITS,0.0,top_driver
LINN,2024-12-01,category,AMERICAN VODKAS,-1512.2199999999993,top_detractor
LINN,2024-12-01,category,TENNESSEE WHISKIES,-131.52,top_detractor
LINN,2024-12-01,category,BLENDED WHISKIES,-32.35,top_detractor
LINN,2024-12-01,category,IMPORTED DRY GINS,-21.75,top_detractor
LINN,2024-12-01,category,WHISKEY LIQUEUR,-7.800000000000001,top_detractor
LINN,2024-12-01,category,IRISH WHISKIES,-6.95,top_detractor
LINN,2024-12-01,category,100% AGAVE TEQUILA,-1.0999999999999988,top_detractor
LINN,2024-12-01,category,AMERICAN FLAVORED VODKA,-0.82,top_detractor
LINN,2024-12-01,category,FLAVORED GIN,-0.75,top_detractor
LINN,2024-12-01,category,SPICED RUM,-0.6499999999999999,top_detractor
LINN,2024-12-01,category,CANADIAN WHISKIES,240.85000000000002,top_driver
LINN,2024-12-01,category,STRAIGHT BOURBON WHISKIES,223.01000000000005,top_driver
LINN,2024-12-01,category,WHITE RUM,103.12,top_driver
LINN,2024-12-01,category,MIXTO TEQUILA,81.72999999999999,top_driver
LINN,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,34.5,top_driver
LINN,2024-12-01,category,IMPORTED DISTILLED SPIRITS SPECIALTY,6.75,top_driver
LINN,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,3.0500000000000007,top_driver
LINN,2024-12-01,category,SCOTCH WHISKIES,2.95,top_driver
LINN,2024-12-01,category,IMPORTED FLAVORED VODKA,2.6,top_driver
LINN,2024-12-01,category,CREAM LIQUEURS,0.7500000000000001,top_driver
LINN,2024-12-01,item,BARTON VODKA,-132.0,top_detractor
LINN,2024-12-01,item,MCCORMICK 80PRF VODKA PET,-35.25,top_detractor
LINN,2024-12-01,item,NIKOLAI VODKA,-30.75,top_detractor
LINN,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-4.95,top_detractor
LINN,2024-12-01,item,PATRON SILVER,-4.05,top_detractor
LINN,2024-12-01,item,DON JULIO REPOSADO,-1.87,top_detractor
LINN,2024-12-01,item,GREY GOOSE,-1.12,top_detractor
LINN,2024-12-01,item,CAPTAIN MORGAN ORIGINAL SPICED PET,-0.7999999999999999,top_detractor
LINN,2024-12-01,item,BAILEYS EXPRESSO,-0.75,top_detractor
LINN,2024-12-01,item,CEDAR RIDGE BOURBON,-0.75,top_detractor
LINN,2024-12-01,item,BLACK VELVET,312.6,top_driver
LINN,2024-12-01,item,JOSE CUERVO ESPECIAL SILVER,179.25,top_driver
LINN,2024-12-01,item,BACARDI SUPERIOR,71.62,top_driver
LINN,2024-12-01,item,SKOL VODKA,41.25,top_driver
LINN,2024-12-01,item,PARAMOUNT WHITE RUM,30.75,top_driver
LINN,2024-12-01,item,EARLY TIMES BOTTLED IN BOND,3.0,top_driver
LINN,2024-12-01,item,JACK DANIELS TENNESSEE HONEY,0.75,top_driver
LINN,2024-12-01,item,HAVANA CLUB ANEJO CLASICO,0.75,top_driver
LINN,2024-12-01,item,KRAKEN BLACK SPICED RUM,0.75,top_driver
LINN,2024-12-01,item,ARDBEG WEE BEASTIE,0.75,top_driver
LINN,2024-12-01,store,"HY-VEE #7 / CEDAR RAPIDS",-890.77,top_detractor
LINN,2024-12-01,store,"HY-VEE FOOD STORE #5 / CEDAR RAPIDS",-484.5499999999999,top_detractor
LINN,2024-12-01,store,WILKIE LIQUORS,-144.15000000000003,top_detractor
LINN,2024-12-01,store,BENZ DISTRIBUTING,-130.60000000000002,top_detractor
LINN,2024-12-01,store,HY-VEE FOOD STORE (1396) / MARION,-111.45000000000002,top_detractor
LINN,2024-12-01,store,"CASEY'S GENERAL STORE #3382 / CEDAR",-27.0,top_detractor
LINN,2024-12-01,store,ESSENTIALS / CEDAR RAPIDS,-8.35,top_detractor
LINN,2024-12-01,store,WESTSIDE SPIRITS / CEDAR RAPIDS,-3.630000000000001,top_detractor
LINN,2024-12-01,store,BIG DISCOUNT LIQUOR / CEDAR RAPIDS,-3.0,top_detractor
LINN,2024-12-01,store,"CASEY'S GENERAL STORE #3756 / CEDAR RAPIDS",-2.1500000000000004,top_detractor
LINN,2024-12-01,store,"HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS",317.65000000000003,top_driver
LINN,2024-12-01,store,"HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS",226.75000000000003,top_driver
LINN,2024-12-01,store,"HY-VEE DRUGSTORE #4 (7025) / CEDAR RAPIDS",138.0,top_driver
LINN,2024-12-01,store,SAM'S CLUB 8162 / CEDAR RAPIDS,106.5,top_driver
LINN,2024-12-01,store,POINT LIQUOR & TOBACCO,35.449999999999996,top_driver
LINN,2024-12-01,store,"FAREWAY STORES #949 / MARION",25.2,top_driver
LINN,2024-12-01,store,"HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS",1.1799999999999997,top_driver
LINN,2024-12-01,store,THE CORNER STORE,0.95,top_driver
LINN,2024-12-01,store,7STAR LIQUOR & TOBACCO OUTLET,0.75,top_driver
LINN,2024-12-01,store,QUICK STOP / CEDAR RAPIDS,0.75,top_driver
LUCAS,2024-12-01,category,TENNESSEE WHISKIES,43.88,top_driver
LUCAS,2024-12-01,category,WHISKEY LIQUEUR,0.5,top_driver
LUCAS,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.0,top_driver
LUCAS,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,-1.2000000000000002,top_driver
LUCAS,2024-12-01,item,JIM BEAM MINI,0.0,top_driver
LUCAS,2024-12-01,store,HY-VEE FOOD STORE (1065) / CHARITON,42.28,top_driver
LUCAS,2024-12-01,store,"CASEY'S GENERAL STORE #3032 / CHARITON",1.0999999999999999,top_driver
LYON,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,-0.4,top_driver
LYON,2024-12-01,category,CANADIAN WHISKIES,0.05,top_driver
LYON,2024-12-01,category,IMPORTED SCHNAPPS,0.0,top_driver
LYON,2024-12-01,item,GOLDSCHLAGER CINNAMON SCHNAPPS MINI,0.0,top_driver
LYON,2024-12-01,store,OAK STREET STATION LLC,-1.4,top_driver
LYON,2024-12-01,store,LIQUOR LOCKER,-1.02,top_driver
LYON,2024-12-01,store,LARCHWOOD QUICK STOP / LARCHWOOD,-0.7999999999999999,top_driver
LYON,2024-12-01,store,"CASEY'S #4539 / ROCK RAPIDS",0.6200000000000001,top_driver
MADISON,2024-12-01,category,CANADIAN WHISKIES,-1.75,top_driver
MADISON,2024-12-01,category,100% AGAVE TEQUILA,0.75,top_driver
MADISON,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.15000000000000002,top_driver
MADISON,2024-12-01,category,FLAVORED RUM,0.0,top_driver
MADISON,2024-12-01,item,99 WATERMELON PET MINI,0.0,top_driver
MADISON,2024-12-01,item,CROWN ROYAL MINI,0.0,top_driver
MADISON,2024-12-01,store,OASIS WINE AND SPIRITS - WINTERSET,1.2,top_driver
MADISON,2024-12-01,store,"CASEY'S GENERAL STORE #1706 / WINTERSET",-0.75,top_driver
MADISON,2024-12-01,store,"CASEY'S GENERAL STORE #2644 / EARLHAM",-0.6,top_driver
MAHASKA,2024-12-01,category,CANADIAN WHISKIES,-30.75,top_driver
MAHASKA,2024-12-01,category,SINGLE MALT SCOTCH,-0.75,top_driver
MAHASKA,2024-12-01,category,AMERICAN SCHNAPPS,-0.6499999999999999,top_driver
MAHASKA,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.0,top_driver
MAHASKA,2024-12-01,store,HOMETOWN WINE & SPIRITS / OSKALOOSA,-2.25,top_driver
MAHASKA,2024-12-01,store,CORK AND BOTTLE / OSKALOOSA,-1.32,top_driver
MAHASKA,2024-12-01,store,BUDGET INN / OSKALOOSA,0.0,top_driver
MARION,2024-12-01,category,AMERICAN VODKAS,-89.4,top_driver
MARION,2024-12-01,category,WHISKEY LIQUEUR,-0.5,top_driver
MARION,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,0.3700000000000001,top_driver
MARION,2024-12-01,category,IMPORTED FLAVORED VODKA,0.25,top_driver
MARION,2024-12-01,category,AMERICAN SCHNAPPS,-0.05000000000000002,top_driver
MARION,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,0.0,top_driver
MARION,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,0.0,top_driver
MARION,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI DISPENSER,-0.25,top_driver
MARION,2024-12-01,item,FIREBALL CINNAMON WHISKEY PARTY BUCKET,-0.09999999999999999,top_driver
MARION,2024-12-01,item,99 PUNCHES VARIETY MINI,0.0,top_driver
MARION,2024-12-01,store,HY-VEE WINE AND SPIRITS / PELLA,1.17,top_driver
MARION,2024-12-01,store,"CASEY'S GENERAL STORE #3217 / KNOXVILLE",-0.95,top_driver
MARION,2024-12-01,store,SUPER QUICK LIQUOR / KNOXVILLE,0.8,top_driver
MARION,2024-12-01,store,HY-VEE (1516) / PELLA,0.7,top_driver
MARION,2024-12-01,store,HY-VEE FOOD STORE (1353) / KNOXVILLE,-0.65,top_driver
MARION,2024-12-01,store,"CASEY'S GENERAL STORE #2640 / PLEASA",0.0,top_driver
MARSHALL,2024-12-01,category,100% AGAVE TEQUILA,-42.38,top_detractor
MARSHALL,2024-12-01,category,CREAM LIQUEURS,-7.45,top_detractor
MARSHALL,2024-12-01,category,TENNESSEE WHISKIES,-1.3499999999999999,top_detractor
MARSHALL,2024-12-01,category,IMPORTED VODKAS,-1.0,top_detractor
MARSHALL,2024-12-01,category,AMERICAN VODKAS,41.4,top_driver
MARSHALL,2024-12-01,category,AMERICAN SCHNAPPS,3.7499999999999996,top_driver
MARSHALL,2024-12-01,category,STRAIGHT BOURBON WHISKIES,1.45,top_driver
MARSHALL,2024-12-01,category,WHISKEY LIQUEUR,1.4499999999999997,top_driver
MARSHALL,2024-12-01,category,AMERICAN FLAVORED VODKA,1.2,top_driver
MARSHALL,2024-12-01,category,WHITE RUM,-0.9500000000000002,top_driver
MARSHALL,2024-12-01,category,CANADIAN WHISKIES,0.6000000000000001,top_driver
MARSHALL,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,0.3700000000000001,top_driver
MARSHALL,2024-12-01,category,AMERICAN CORDIALS & LIQUEURS,-0.10000000000000002,top_driver
MARSHALL,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,0.0,top_driver
MARSHALL,2024-12-01,item,BLACK VELVET MINI,-1.55,top_detractor
MARSHALL,2024-12-01,item,99 BLUE RASPBERRIES MINI,-0.45,top_detractor
MARSHALL,2024-12-01,item,KINKY PINK MINI,-0.25,top_detractor
MARSHALL,2024-12-01,item,TITOS HANDMADE VODKA MINI,-0.2,top_detractor
MARSHALL,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,0.6000000000000001,top_driver
MARSHALL,2024-12-01,item,NEW AMSTERDAM PINK WHITNEY MINI,0.6,top_driver
MARSHALL,2024-12-01,item,ABSOLUT SWEDISH VODKA 80PRF MINI,0.35,top_driver
MARSHALL,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI DISPENSER,0.2,top_driver
MARSHALL,2024-12-01,item,BACARDI SUPERIOR,-0.050000000000000044,top_driver
MARSHALL,2024-12-01,item,99 PEPPERMINT MINI,0.05,top_driver
MARSHALL,2024-12-01,item,CASAMIGOS BLANCO,0.0,top_driver
MARSHALL,2024-12-01,item,DEEP EDDY LEMON,0.0,top_driver
MARSHALL,2024-12-01,item,PATRON SILVER MINI,0.0,top_driver
MARSHALL,2024-12-01,item,BAILEYS ORIGINAL IRISH CREAM MINI,0.0,top_driver
MARSHALL,2024-12-01,store,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,38.54999999999999,top_driver
MARSHALL,2024-12-01,store,BLUE LIQUOR AND TOBACCO STORE / STATE CENTER,2.67,top_driver
MARSHALL,2024-12-01,store,"YESWAY #1148 / MARSHALLTOWN",1.7999999999999998,top_driver
MARSHALL,2024-12-01,store,MARSHALL BEER WINE SPIRITS,-1.73,top_driver
MARSHALL,2024-12-01,store,EASTSIDE LIQUOR AND GROCERY / MARSHALLTOWN,-1.55,top_driver
MARSHALL,2024-12-01,store,HOMETOWN FOODS / STATE CENTER,-1.45,top_driver
MARSHALL,2024-12-01,store,"CASEY'S GENERAL STORE # 3508/ MARSHA",1.0999999999999999,top_driver
MARSHALL,2024-12-01,store,DEPOT LIQUOR & GROCERY / MARSHALLTOWN,0.8,top_driver
MARSHALL,2024-12-01,store,CONOCO / LE GRAND,0.55,top_driver
MILLS,2024-12-01,category,SPICED RUM,-6.4,top_driver
MILLS,2024-12-01,category,WHISKEY LIQUEUR,-5.699999999999999,top_driver
MILLS,2024-12-01,category,IMPORTED SCHNAPPS,-3.95,top_driver
MILLS,2024-12-01,category,STRAIGHT BOURBON WHISKIES,3.17,top_driver
MILLS,2024-12-01,category,CANADIAN WHISKIES,1.02,top_driver
MILLS,2024-12-01,category,BLENDED WHISKIES,-0.1,top_driver
MILLS,2024-12-01,item,FIREBALL CINNAMON WHISKEY 100ML CARRIER,-5.6,top_driver
MILLS,2024-12-01,item,JIM BEAM APPLE MINI,1.15,top_driver
MILLS,2024-12-01,item,JIM BEAM,1.12,top_driver
MILLS,2024-12-01,item,CROWN ROYAL VANILLA,0.0,top_driver
MILLS,2024-12-01,store,"CASEY'S #3770 - GLENWOOD",1.9000000000000004,top_driver
MILLS,2024-12-01,store,"KWIK SHOP #541 / GLENWOOD",1.82,top_driver
MILLS,2024-12-01,store,LINCOLN FARM AND HOME 3 / PACIFIC JUNCTION,1.27,top_driver
MITCHELL,2024-12-01,category,WHISKEY LIQUEUR,2.8,top_driver
MITCHELL,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI SLEEVE,1.2000000000000002,top_driver
MITCHELL,2024-12-01,store,"CASEY'S GENERAL STORE # 1799/ OSAGE",2.8,top_driver
MONONA,2024-12-01,category,AMERICAN FLAVORED VODKA,2.0700000000000003,top_driver
MONONA,2024-12-01,category,100% AGAVE TEQUILA,-0.7,top_driver
MONONA,2024-12-01,category,CREAM LIQUEURS,0.65,top_driver
MONONA,2024-12-01,category,TENNESSEE WHISKIES,-0.5,top_driver
MONONA,2024-12-01,category,WHISKEY LIQUEUR,-0.5,top_driver
MONONA,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,0.0,top_driver
MONONA,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.0,top_driver
MONONA,2024-12-01,store,J D SPIRITS LIQUOR,-3.2,top_driver
MONONA,2024-12-01,store,MAIN STREET SPIRITS / MAPLETON,2.22,top_driver
MONONA,2024-12-01,store,THE HUT 23,0.2,top_driver
MONROE,2024-12-01,category,WHISKEY LIQUEUR,-1.75,top_driver
MONROE,2024-12-01,item,FIREBALL CINNAMON WHISKEY MINI DISPENSER,-0.05,top_driver
MONROE,2024-12-01,store,"CASEY'S GENERAL STORE #1327 / LOVILIA",0.0,top_driver
MONTGOMERY,2024-12-01,category,WHISKEY LIQUEUR,53.2,top_driver
MONTGOMERY,2024-12-01,store,HY-VEE WINE AND SPIRITS (1544) / RED OAK,53.95,top_driver
MUSCATINE,2024-12-01,category,CANADIAN WHISKIES,-43.0,top_detractor
MUSCATINE,2024-12-01,category,MIXTO TEQUILA,-0.65,top_detractor
MUSCATINE,2024-12-01,category,TEMPORARY & SPECIALTY PACKAGES,-0.5,top_detractor
MUSCATINE,2024-12-01,category,IMPORTED BRANDIES,-0.38,top_detractor
MUSCATINE,2024-12-01,category,WHITE RUM,-0.15000000000000002,top_detractor
MUSCATINE,2024-12-01,category,AMERICAN SCHNAPPS,-0.1,top_detractor
MUSCATINE,2024-12-01,category,IMPORTED CORDIALS & LIQUEURS,3.25,top_driver
MUSCATINE,2024-12-01,category,STRAIGHT BOURBON WHISKIES,0.75,top_driver
MUSCATINE,2024-12-01,category,100% AGAVE TEQUILA,0.75,top_driver
MUSCATINE,2024-12-01,category,WHISKEY LIQUEUR,0.7000000000000002,top_driver
MUSCATINE,2024-12-01,category,AMERICAN VODKAS,-0.07999999999999985,top_driver
MUSCATINE,2024-12-01,category,AMERICAN DRY GINS,0.0,top_driver
MUSCATINE,2024-12-01,category,IMPORTED VODKAS,0.0,top_driver
MUSCATINE,2024-12-01,category,IMPORTED DRY GINS,0.0,top_driver
MUSCATINE,2024-12-01,category,TENNESSEE WHISKIES,0.0,top_driver
MUSCATINE,2024-12-01,category,NEUTRAL GRAIN SPIRITS FLAVORED,0.0,top_driver
